usr_mcno,usr_mctype,sub_mcno,sub_mcstuen,usr_devtname,devt_location,mcst_houseno,mcst_roadname,mcst_unitno,mcst_buildingname,mcst_postalcode,mcst_telno,ust_status,mcst_stratalota,managementname,management_tel_no,mc_form_date
3748,Single Tier Management Corporation,na,T12MC0003H,ONE SHENTON,01 SHENTON WAY 068803,1,SHENTON WAY,1-Dec,ONE SHENTON,68803,66342890,ACTIVE,352,Jones Lang LaSalle Property Consultants Pte Ltd,66342890,10/1/2012
3749,Single Tier Management Corporation,na,T11MC0109C,ILLUMINAIRE ON DEVONSHIR,65 DEVONSHIRE ROAD 239900,65,DEVONSHIRE ROAD,1-Jan,ILLUMINAIRE ON DEVONSHIRE,239900,66360191,ACTIVE,72,Newman & Associates Pte Ltd,62569333,22/11/2011
3750,Single Tier Management Corporation,na,T12MC0011K,JIA RESIDENCES,65 WILKIE ROAD 228068,65,WILKIE ROAD,1-May,JIA RESIDENCES,228068,6533 3375,ACTIVE,22,Rhodo Strata Management Services Pte Ltd,65333375,30/1/2012
3751,Single Tier Management Corporation,na,T11MC0129B,CANTIZ @ RAMBAI,21 RAMBAI ROAD 424340,21,RAMBAI ROAD,na,CANTIZ @ RAMBAI,424340,62981416,ACTIVE,12,LE Property Consultancy Pte Ltd,62981416,28/12/2011
3752,Single Tier Management Corporation,na,T12MC0009F,ROSEWOOD SUITES,61 ROSEWOOD DRIVE 737873,69,ROSEWOOD DRIVE,Jan-41,ROSEWOOD SUITIES,737877,6659 6592,ACTIVE,200,Exceltec Property Management Pte Ltd,66596592,20/1/2012
3753,Single Tier Management Corporation,na,T12MC0029E,STILLZ RESIDENCE,21 LORONG 108 CHANGI 426411,21,LORONG 108 CHANGI,na,STILLZ RESIDENCE,426411,63375277,ACTIVE,25,RealtyLink Consultancy Pte Ltd,63375277,30/3/2012
3754,Single Tier Management Corporation,na,T12MC0032E,D' ALMIRA,33 SOMMERVILLE ROAD 358262,77,ROBINSON ROAD,34-00,Robinson 77,68896,69379060,ACTIVE,25,TRI PROPERTY ASSET MANAGEMENT PTE LTD,69379060,18/4/2012
3755,Single Tier Management Corporation,na,T11MC0090E,61 JOO CHIAT LANE,61 JOO CHIAT LANE 428111,61,JOO CHIAT LANE,1-Jan,na,428111,90608838,ACTIVE,4,na,na,26/9/2011
3756,Single Tier Management Corporation,na,T11MC0103E,FIRST EAST CENTRE,10 KAKI BUKIT ROAD 2 417868,10,KAKI BUKIT ROAD 2,Mar-43,FIRST EAST CENTRE,417868,9227 9940,ACTIVE,81,Colliers International Consultancy & Valuation (S) Pte Ltd,9227 9940,4/11/2011
3757,Single Tier Management Corporation,na,T12MC0052D,NEWTON EDGE,3 MAKEWAY AVENUE 228600,44317,MAKEWAY AVENUE,na,NEWTON EDGE,415979,64411184,ACTIVE,104,A4 International Pte Ltd,64411184,23/7/2012
3758,Single Tier Management Corporation,na,T12MC0019L,NORMANTON PARK (enbloc),1 NORMANTON PARK 118998,3,AYER RAJAH ROAD,01-175,NORMANTON PARK,119000,62769881,ACTIVE,488,Property Facility Serivces Pte Ltd,62211313,29/2/2012
3759,Single Tier Management Corporation,na,T11MC0113K,THE FLORENTINE,68 FLORENCE ROAD 549555,531,UPPER CROSS STREET,Mar-52,HONG LIM COMPLEX,50531,65333375,ACTIVE,34,Rhodo Strata Management Services Pte Ltd,65333375,24/11/2011
3760,Single Tier Management Corporation,na,T12MC0028J,SOLEIL @ SINARAN,2 SINARAN DRIVE 307467,4,SINARAN DRIVE,Jan-16,SOLEIL @ SINARAN,307469,6659 6850,ACTIVE,417,Edmund Tie & Company Property Management Services Pte Ltd,64179222,29/3/2012
3761,Single Tier Management Corporation,na,T11MC0101B,D'Ixoras,23 MINBU ROAD 308172,2,KALLANG AVENUE,Jul-32,CT HUB,339407,6291 5355,ACTIVE,22,Wisely 98 Pte Ltd,62915355,2/11/2011
3762,Single Tier Management Corporation,na,T12MC0047A,THE LINCOLN RESIDENCES,28 SURREY ROAD 307762,28,SURREY ROAD,1-Jan,THE LINCOLN RESIDENCES,307762,94883085,ACTIVE,99,Ocean IFM Pte Ltd,68861936,15/6/2012
3763,Single Tier Management Corporation,na,T11MC0117E,THE PEAK @ BALMEG,7 BALMEG HILL 119914,13,BALMEG HILL,Jan-37,THE PEAK @ BALMEG,119917,66592381,ACTIVE,180,na,na,30/11/2011
3764,Single Tier Management Corporation,na,T12MC0044B,THE CLIFT,15 MCCALLUM STREET 069047,21,MCCALLUM STREET,1-Nov,The Clift,69047,6634 5367,ACTIVE,317,Edmund Tie & Company Property Management Services Pte Ltd,66345367,1/6/2012
3765,Single Tier Management Corporation,na,T14MC0072B,THE VERV @ RV,348 RIVER VALLEY ROAD 238374,348,RIVER VALLEY ROAD,na,THE VERV @ RV,238374,63345565,ACTIVE,26,Dickson Property Consultants Pte Ltd,63345565,15/7/2014
3766,Single Tier Management Corporation,na,T12MC0004D,KOVAN GRANDEUR,118 TAMPINES ROAD 535193,420,NORTH BRIDGE ROAD,6-Jan,na,188727,6337 0087,ACTIVE,74,Earnest Management Services Pte Ltd,63370087,11/1/2012
3767,Single Tier Management Corporation,na,T11MC0107L,PARC CENTENNIAL,100 KAMPONG JAVA ROAD 228867,100,KAMPONG JAVA ROAD,1-Jan,PARC CENTENNIAL,228867,66360096,ACTIVE,51,Exceltec Property Management Pte Ltd,65665055,14/11/2011
3768,Single Tier Management Corporation,na,T12MC0083D,MONT TIMAH,115 BUKIT WAY 587789,115,BUKIT WAY,na,MONT TIMAH,587789,64621449,ACTIVE,32,Stature Real Estate Enterprises Pte Ltd,67792711,19/10/2012
3769,Single Tier Management Corporation,na,T12MC0039K,TREVISTA,21 LORONG 3 TOA PAYOH 319581,25,LORONG 3 TOA PAYOH,B1-17,TREVISTA,319583,6684 1651,ACTIVE,590,na,na,11/5/2012
3770,Single Tier Management Corporation,na,T12MC0007C,SUITES 123,123 RANGOON ROAD 218401,60,KAKI BUKIT PLACE,2-Oct,EUNOS TECHPARK,415979,64411184,ACTIVE,43,A4 International Pte Ltd,64411184,16/1/2012
3771,Single Tier Management Corporation,na,T12MC0014J,PARC SOPHIA,8 ADIS ROAD 229975,10,ADIS ROAD,1-Sep,PARC SOPHIA,229979,64447694,ACTIVE,152,na,na,21/2/2012
3773,Single Tier Management Corporation,na,T11MC0125G,BARKER VILLE,45 BARKER ROAD 309916,na,na,na,na,na,91087830,ACTIVE,8,EOBS Pte Ltd,91087830,20/12/2011
3774,Single Tier Management Corporation,na,T14MC0031H,111 EMERALD HILL,111 EMERALD HILL ROAD 229391,111,EMERALD HILL ROAD,1-Jan,111 EMERALD HILL,229391,67364268,ACTIVE,40,Jones Lang LaSalle Property Consultants Pte Ltd,67364268,26/3/2014
3775,Single Tier Management Corporation,na,T11MC0131F,SANCTUARY @ 813,813 UPPER SERANGOON ROAD 534085,813,UPPER SERANGOON ROAD,1-Jan,SANCTUARY @ 813,534085,68421731,ACTIVE,23,Landsfield Property Management Pte Ltd,68421731,30/12/2011
3777,Single Tier Management Corporation,na,T11MC0128F,LUCIDA,2 SUFFOLK ROAD 307780,2,SUFFOLK ROAD,na,LUCIDA,307780,67470926,ACTIVE,62,Weavepact Management Pte Ltd,67470926,28/12/2011
3778,Single Tier Management Corporation,na,T12MC0026F,RICCHEZZA,94/A LORONG M TELOK KURAU 425399,94,LORONG M TELOK KURAU,na,RICCHEZZA,425399,65815604,ACTIVE,16,Avalon Asset Management Pte Ltd,96734574,20/3/2012
3779,Single Tier Management Corporation,na,T11MC0115B,LUMA MCST 3779,6 RIVER VALLEY GROVE 238403,6,RIVER VALLEY GROVE,1-Jan,LUMA,238403,67356149,ACTIVE,75,Arcadise Property Management Pte Ltd,98428477,25/11/2011
3780,Single Tier Management Corporation,na,T11MC0124L,TUASCOVE INDUSTRIAL CENTRE,47 TUAS SOUTH AVENUE 1 637328,47,TUAS SOUTH AVENUE 1,2-Mar,TUASCOVE INDUSTRIAL CENTRE,637328,64404600,ACTIVE,45,Outocoz Property Services Pte Ltd,64404600,19/12/2011
3781,Single Tier Management Corporation,na,T12MC0040G,OASIS@ELIAS,60 ELIAS ROAD 519938,66,ELIAS ROAD,1-Nov,OASIS@ELIAS,519941,66360627,ACTIVE,388,Melana International Pte Ltd,66360627,16/5/2012
3782,Single Tier Management Corporation,na,T12MC0001E,DUNEARN SUITES,404 DUNEARN ROAD 289609,404,DUNEARN ROAD,na,Dunearn Suites,289609,62230169,ACTIVE,26,SMART PROPERTY MANAGEMENT (SINGAPORE) PTE LTD,62230169,4/1/2012
3783,Single Tier Management Corporation,na,T12MC0030B,Prestige Heights,348 BALESTIER ROAD 329778,531,UPPER CROSS STREET,4-Dec,HONG LIM COMPLEX,50531,63345565,ACTIVE,154,Dickson Property Consultants Pte Ltd,63345565,2/4/2012
3784,Single Tier Management Corporation,na,T12MC0095A,Dunearn Regency,402A DUNEARN ROAD 289608,2A,HEMSLEY AVENUE,na,na,557718,91796896,ACTIVE,8,UNI-CONSTRUCTION PTE LTD,96878851,14/12/2012
3785,Single Tier Management Corporation,na,T12MC0024C,RIZ HAVEN,193 JALAN LOYANG BESAR 506928,865,MOUNTBATTEN ROAD,May-34,KATONG SHOPPING CENTRE,437844,66653880,ACTIVE,33,Propmag Property & Facility Pte Ltd,66653880,14/3/2012
3786,Single Tier Management Corporation,na,T12MC0033A,CUBIK,81 LORONG K TELOK KURAU 425711,81,TELOK KURAU ROAD,1-Jan,Cubik,425711,96528550,ACTIVE,24,na,na,24/4/2012
3788,Single Tier Management Corporation,na,T12MC0071G,RESIDENCES AT EMERALD HILL,119 EMERALD HILL ROAD 229401,119,EMERALD HILL ROAD,1-Jan,RESIDENCES AT EMERALD HILL,229401,65095103,ACTIVE,33,na,na,10/9/2012
3789,Single Tier Management Corporation,na,T12MC0012F,SOPHIA 77,77 SOPHIA ROAD 228157,15,TAN BOON CHONG AVENUE,na,na,276324,67483945,ACTIVE,7,na,na,30/1/2012
3790,Single Tier Management Corporation,na,T12MC0065H,THE GREENWOOD,205A GREENWOOD AVENUE 286622,205A,GREENWOOD AVENUE,na,THE GREENWOOD,286622,66596610,ACTIVE,54,Knight Frank Property Asset Management Pte Ltd,68485678,21/8/2012
3791,Single Tier Management Corporation,na,T12MC0010C,SUITES TWENTY TWO,25 LORONG G TELOK KURAU 426194,21,BUKIT BATOK CRESCENT,26-80/81,WECGA TOWER,658065,64111685,ACTIVE,22,Chambers Property Management Services Pte Ltd,64685100,27/1/2012
3792,Single Tier Management Corporation,na,T12MC0046E,8 RODYK,8 RODYK STREET 238216,8,RODYK STREET,1-Sep,8 RODYK,238216,63452117,ACTIVE,56,na,na,13/6/2012
3793,Single Tier Management Corporation,na,T12MC0017H,OLA RESIDENCES@MOUNTBATTEN,837 MOUNTBATTEN ROAD 437831,839,MOUNTBATTEN ROAD,B1-03,OLA RESIDENCES@MOUNTBATTEN,437831,8356 4578,ACTIVE,50,Colliers International Consultancy & Valuation (S) Pte Ltd,6223 2323,24/2/2012
3794,Single Tier Management Corporation,na,T12MC0021D,KOVAN RESIDENCES,1A KOVAN ROAD 544916,1A,KOVAN ROAD,2-Aug,KOVAN RESIDENCES,544916,6636 0136,ACTIVE,521,Raffles Strata Management Pte Ltd,68411524,7/3/2012
3795,Single Tier Management Corporation,na,T12MC0034H,THE HOLLAND COLLECTION,53 HOLLAND ROAD 258859,53,HOLLAND ROAD,B1-08,THE HOLLAND COLLECTION,258859,64799115,ACTIVE,26,Colliers International Consultancy & Valuation (S) Pte Ltd,62232323,24/4/2012
3796,Single Tier Management Corporation,na,T12MC0035D,SIGNATURE AT LEWIS,1 LEWIS ROAD 258617,1,LEWIS ROAD,1-Jan,SIGNATURE AT LEWIS,258617,68485638,ACTIVE,32,Knight Frank Property Asset Management Pte Ltd,68485638,27/4/2012
3797,Single Tier Management Corporation,na,T12MC0022L,WEMBLY RESIDENCES,28 YIO CHU KANG ROAD 545678,28,YIO CHU KANG ROAD,1-Feb,WEMBLY RESIDENCES,545678,68861936,ACTIVE,33,CORPORATE REAL ESTATE MANAGEMENT SERVICES PTE LTD,67330448,8/3/2012
3798,Single Tier Management Corporation,na,T12MC0038C,LIVIA,61 PASIR RIS GROVE 518215,67,PASIR RIS GROVE,B1-49,LIVIA,518218,6636 0981,ACTIVE,724,Ocean IFM Pte Ltd,68861936,9/5/2012
3801,Single Tier Management Corporation,na,T12MC0025K,BALCON EAST,482 UPPER EAST COAST ROAD 466519,7030,ANG MO KIO AVENUE 5,Sep-73,Northstar@AMK,569880,98622480,ACTIVE,37,KIRIN ASSET MANAGEMENT PTE LTD,67336845,15/3/2012
3802,Single Tier Management Corporation,na,T12MC0086C,ROCHELLE AT NEWTON,188 KENG LEE ROAD 308414,188,KENG LEE ROAD,B2-01,ROCHELLE AT NEWTON,308414,66842966,ACTIVE,129,Savills Property Management Pte Ltd,63463238,24/10/2012
3803,Single Tier Management Corporation,na,T12MC0031J,VILLAS @ GILSTEAD,46 GILSTEAD ROAD 309118,46G,GILSTEAD ROAD,na,VILLAS @ GILSTEAD,307460,68055500,ACTIVE,18,Realty International Associates Pte Ltd,680555500,4/4/2012
3804,Single Tier Management Corporation,na,T13MC0066J,DOUBLE BAY RESIDENCES,19 SIMEI STREET 4 529885,19,SIMEI STREET 4,Jan-57,DOUBLE BAY RESIDENCES,529885,6694 8638,ACTIVE,652,Focus Strata Management Pte Ltd,64436039,13/6/2013
3805,Single Tier Management Corporation,na,T12MC0098L,THE MEISSA,100D PASIR PANJANG ROAD 118520,100D,PASIR PANJANG ROAD,1-Mar,na,118520,66596011,ACTIVE,58,Chamber Property Management Services Pte Ltd,64685100,26/12/2012
3807,Single Tier Management Corporation,na,T13MC0011D,THE TIER,28 PEGU ROAD 328373,50,CHIN SWEE ROAD,9-Feb,THONG CHAI BUILDING,169874,67322220,ACTIVE,48,Sierra Asset Management Pte Ltd,6732 2220,5/2/2013
3808,Single Tier Management Corporation,na,T13MC0059C,WEST POINT BIZHUB,94 TUAS SOUTH AVENUE 2 637252,94,TUAS SOUTH AVENUE 2,na,WEST POINT BIZHUB,637452,66863956,ACTIVE,71,Knight Frank Property Asset Management Pte Ltd,81018126,5/6/2013
3809,Single Tier Management Corporation,na,T12MC0036L,ATTITUDE AT KIM YAM,1 KIM YAM ROAD 239319,1,KIM YAM ROAD,na,ATTITUDE @ KIM YAM,239319,68411524,ACTIVE,33,Raffles Strata Management Pte Ltd,68411524,2/5/2012
3810,Single Tier Management Corporation,na,T12MC0067L,SUNCOTTAGES,59 CASHEW CRESCENT 679804,59,CASHEW CRESCENT,na,SUNCOTTAGES,679804,67660524,ACTIVE,23,Melana International Pte Ltd,63271110,28/8/2012
3811,Single Tier Management Corporation,na,T12MC0058B,THE LUMOS,9 LEONIE HILL 239220,9,LEONIE HILL,B1-01,THE LUMOS,239220,66360460,ACTIVE,53,Ocean IFM Pte Ltd,68861936,1/8/2012
3812,Single Tier Management Corporation,na,T12MC0057C,WATTEN RESIDENCES,20 WATTEN RISE 287322,80,TRAS STREET,na,na,79019,62232232,ACTIVE,59,Sin Heng Chan Pte Ltd,62232232,31/7/2012
3813,Single Tier Management Corporation,na,T12MC0085G,GOODMAN CREST,29 GOODMAN ROAD 436578,10,JALAN BESAR,9-Nov,SIM LIM TOWER,208787,62982100,ACTIVE,10,Parkland Property Services Pte Ltd,62982100,24/10/2012
3814,Single Tier Management Corporation,na,T12MC0042K,JANSEN 8,8 JANSEN ROAD 548390,55,LORONG L TELOK KURAU,Feb-69,Bright Centre,425500,63488278,ACTIVE,10,Iland Property Consultants Pte Ltd,63488278,21/5/2012
3816,Single Tier Management Corporation,na,T12MC0045J,THE WORTHINGTON,35 BUTTERWORTH LANE 439443,35,BUTTERWORTH LANE,1-Jan,THE WORTHINGTON,439443,98428477,ACTIVE,30,Arcadise Property Management Pte Ltd,98428477,8/6/2012
3817,Single Tier Management Corporation,na,T12MC0064A,PATERSON LINC,20 PATERSON ROAD 238509,20,PATERSON ROAD,na,PATERSON LINC,238509,8725472,ACTIVE,35,MILLENIA MANAGEMENT SERVICES PTE.LTD,68849946,21/8/2012
3819,Single Tier Management Corporation,na,T12MC0043F,SIMS DORADO,11 LORONG 39 GEYLANG 387869,11,LORONG 39 GEYLANG,na,SIMS DORADO MANAGEMENT LETTER BOX,387869,67412285,ACTIVE,35,R U Asset Management Pte Ltd,67412285,29/5/2012
3820,Single Tier Management Corporation,na,T12MC0088F,SUITES @ SHREWSBURY,84 SHREWSBURY ROAD 307842,84,SHREWSBURY ROAD,na,SUITES @ SHREWSBURY,415979,6441 1184,ACTIVE,15,A4 International Pte Ltd,64411185,31/10/2012
3821,Single Tier Management Corporation,na,T12MC0048H,CENTRINA,11 EVERITT ROAD NORTH 428524,11,EVERITT ROAD NORTH,na,CENTRINA,428524,62562562,ACTIVE,8,ALPS4 INTERNATIONAL PTE LTD,62562562,19/6/2012
3822,Single Tier Management Corporation,na,T12MC0056K,HERITAGE EAST,451 EAST COAST ROAD 429024,21,BUKIT BATOK CRESCENT,26-80/81,WCEGA TOWER,658065,64685100,ACTIVE,65,Chambers Property Management Services Pte Ltd,64685100,27/7/2012
3823,Single Tier Management Corporation,na,T13MC0116H,FERRELL RESDIENCES,327 BUKIT TIMAH ROAD 259715,60,KAKI BUKIT PLACE,3-Jan,EUNOS TECHPARK,415979,94528815,ACTIVE,34,Melana International Pte Ltd,94528815,5/12/2013
3824,Single Tier Management Corporation,na,T12MC0050A,I RESIDENCES,20 IRRAWADDY ROAD 329550,20,IRRAWADDY ROAD,na,I RESIDENCES,329550,63452117,ACTIVE,70,na,na,27/6/2012
3825,Single Tier Management Corporation,na,T12MC0084L,WOODSVILLE 28,28 WOODSVILLE CLOSE 357776,28,WOODSVILLE CLOSE,1-Apr,WOODSVILLE 28,357776,62816862,ACTIVE,110,D'Proman & Co. Pte Ltd,69093017,22/10/2012
3826,Single Tier Management Corporation,na,T14MC0004C,BELLAVILLE,9 SIAK KEW AVENUE 349049,7030,ANG MO KIO AVENUE 5,Sep-73,Northstar@AMK,569880,67336845,ACTIVE,10,KIRIN ASSET MANAGEMENT PTE LTD,67336845,14/1/2014
3827,Single Tier Management Corporation,na,T13MC0014C,GILSTEAD 68,68 GILSTEAD ROAD 309110,16,RAFFLES QUAY,11-Jan,HONG LEONG BUILDING,48581,62207535,ACTIVE,9,Kingston Property Maintenance Services Pte Ltd,62207535,19/2/2013
3829,Single Tier Management Corporation,na,T14MC0063D,EI8HT RAJA,8 JALAN RAJA UDANG 319217,8,JALAN RAJA UDANG,1-Jan,EI8HT RAJA,329217,62523773,ACTIVE,26,na,na,23/6/2014
3830,Single Tier Management Corporation,na,T13MC0061G,THE MERCURY,38 SHANGHAI ROAD 248201,38,SHANGHAI ROAD,na,THE MERCURY,248201,92256186,ACTIVE,67,Property Facility Serivces Pte Ltd,92256186,6/6/2013
3831,Single Tier Management Corporation,na,T12MC0079H,FARRER PARK SUITES,80 OWEN ROAD 218896,80,OWEN ROAD,na,FARRER PARK SUITES,218896,63542758,ACTIVE,30,AURA DESIGN & CONSTRUCTION PTE LTD,63542758,12/10/2012
3833,Single Tier Management Corporation,na,T12MC0062J,LE MARICAN,95 LORONG MARICAN 417301,95,LORONG MARICAN,na,LE MARICAN,417301,9653 7983,ACTIVE,12,SMART PROPERTY MANAGEMENT (S) PTE LTD,62230169,16/8/2012
3834,Single Tier Management Corporation,na,T13MC0064F,283 STUDIO,283 RIVER VALLEY ROAD 238324,531,UPPER CROSS STREET,Mar-52,HONG LIM COMPLEX,50531,65333375,ACTIVE,7,RHODO INTERNATIONAL STRATA MANAGEMENT SERVICES PTE LTD,65333375,11/6/2013
3835,Single Tier Management Corporation,na,T12MC0093J,THE MEZZO,205 BALESTIER ROAD 329682,205,BALESTIER ROAD,7-Jun,THE MEZZO,329682,66844791,ACTIVE,149,Savills Property Management Pte Ltd,67368187,22/11/2012
3836,Single Tier Management Corporation,na,T13MC0020B,TRESALVEO,7 MARYMOUNT TERRACE 573963,7,MARYMOUNT TERRACE,1-Jan,TRESALVEO,573963,66940742,ACTIVE,177,Savills Property Management Pte Ltd,66940742,7/3/2013
3837,2 Tier Management Corporation,na,T12MC0055C,8 SINARAN DRIVE,8 SINARAN DRIVE 307470,8,SINARAN DRIVE,B1-02,8 SINARAN DRIVE,307470,6659 6570,ACTIVE,83,CBRE Pte Ltd,62248181,27/7/2012
3838,Single Tier Management Corporation,na,T12MC0053L,VILLAGE RESIDENCE ROBERTSON QUAY,30 ROBERTSON QUAY 238251,30,ROBERTSON QUAY,1-Aug,VILLAGE RESIDENCE ROBERTSON QUAY,238251,68485635,ACTIVE,4,Knight Frank Property Asset Management Pte Ltd,68485635,24/7/2012
3839,Single Tier Management Corporation,na,T12MC0060F,ONAN SUITES,215 ONAN ROAD 424597,215,ONAN ROAD,na,ONAN SUITES,424597,65815604,ACTIVE,29,AVALON ASSET MANAGEMENT PTE LTD,65815604,6/8/2012
3840,Single Tier Management Corporation,na,T12MC0061B,SOHO LIFE,216 JOO CHIAT ROAD 427483,216,JOO CHIAT ROAD,na,SOHO LIFE,427483,68861936,ACTIVE,88,Ocean IFM Pte Ltd,6886 1936,6/8/2012
3841,Single Tier Management Corporation,na,T12MC0074F,Airstream,26 ST. MICHAELS ROAD 327994,26,ST. MICHAELS ROAD,na,Airstream,327994,90043488,ACTIVE,70,Ocean IFM Pte Ltd,90043488,24/9/2012
3843,Single Tier Management Corporation,na,T12MC0059J,ISuites@Tani,2 JALAN TANI 548540,2,JALAN TANI,01-00,ISuites@Tani,548540,6348 8278,ACTIVE,20,Iland Property Consultants Pte Ltd,63488278,6/8/2012
3844,Single Tier Management Corporation,na,T13MC0043L,RADIANCE @ BUKIT TIMAH,76-80 YUK TONG AVENUE 596377,151,CHIN SWEE ROAD,3/5/2006,MANHATTAN HOUSE,169876,6337 5277,ACTIVE,17,RealtyLink Consultancy Pte Ltd,63375277,15/4/2013
3845,Single Tier Management Corporation,na,T12MC0066D,THE AZZURO,113 LORONG H TELOK KURAU 426140,113,LORONG H TELOK KURAU,na,THE AZZURO,426140,68411524,ACTIVE,15,Raffles Strata Management Pte Ltd,68411524,23/8/2012
3846,Single Tier Management Corporation,na,T12MC0082H,MEIRE SUITES,No 10 MARGATE ROAD 438051,10,MARGATE ROAD,4-Jan,MEIRE SUITES,438051,6604 8483,ACTIVE,55,Edmund Tie & Company Property Management Services Pte Ltd,64179208,19/10/2012
3847,Single Tier Management Corporation,na,T12MC0054G,VILLAGE RESIDENCE HOUGANG,1 HOUGANG STREET 91 538692,1,HOUGANG STREET 91,Jan-45,VILLAGE RESIDENCE HOUGANG,538692,68485635,ACTIVE,3,Knight Frank Property Asset Management Pte Ltd,68485635,26/7/2012
3850,Single Tier Management Corporation,na,T13MC0015K,D'CASTILIA,45 JOO CHIAT LANE 428104,45,JOO CHIAT LANE,1-Jan,D'CASTILIA,428104,62915355,ACTIVE,28,Wisely 98 Pte Ltd,62915355,26/2/2013
3851,Single Tier Management Corporation,na,T12MC0049D,MOUNTBATTEN SUITES,861 MOUNTBATTEN ROAD 437843,22,SIN MING LANE,Aug-86,MIDVIEW CITY,573969,91992291,ACTIVE,32,Olympian Property Management Pte Ltd,61004177,22/6/2012
3852,Single Tier Management Corporation,na,T13MC0074L,CITY LOFT,363 RACE COURSE ROAD 218636,4,KAKI BUKIT AVENUE 1,5-Feb,na,417939,83815415,ACTIVE,40,na,na,7/11/2013
3853,Single Tier Management Corporation,na,T12MC0070L,MONTCLAIR@WHITLEY,121B WHITLEY ROAD 297814,121B,WHITLEY ROAD,na,Montclair@Whitley,399733,64411184,ACTIVE,10,A4 International Pte Ltd,64411184,3/9/2012
3854,Single Tier Management Corporation,na,T12MC0078A,MOUNT SINAI RESIDENCES,23 MOUNT SINAI LANE 275784,1014,GEYLANG EAST AVENUE 3,02-186,na,389729,67441083,ACTIVE,8,Chern Sern Property Services Pte Ltd,67441083,6/10/2012
3855,Single Tier Management Corporation,na,T12MC0075B,HAIG RESIDENCES,163 HAIG ROAD 438774,163,HAIG ROAD,01-00,HAIG RESIDENCES,438774,96722176,ACTIVE,12,BENZ AGENCY,85000857,25/9/2012
3857,Single Tier Management Corporation,na,T12MC0073K,SAGE,11A NASSIM ROAD 258379,11B,NASSIM ROAD,B1-07,SAGE,258463,6604 6503,ACTIVE,33,KINGSTON PROPERTY MAINTENANCE SERVICES PTE LTD,62207535,21/9/2012
3858,Single Tier Management Corporation,na,T13MC0023A,ORCHID HOTEL,1 TRAS LINK 078867,1,TRAS LINK,2-Oct,ORCHID HOTEL,78867,68186886,ACTIVE,32,Orchid Hotel Pte Ltd,68186886,8/3/2013
3859,Single Tier Management Corporation,na,T12MC0063E,PALMERA EAST,29 LORONG MELAYU 416914,29,LORONG MELAYU,na,PALMERA EAST,416914,64404600,ACTIVE,32,Outocoz Property Services Pte Ltd,64404600,16/8/2012
3860,Single Tier Management Corporation,na,T12MC0090K,CEYLON RESIDENCE,107 CEYLON ROAD 429690,12,LORONG BAKAR BATU,4-Sep,na,348745,67414092,ACTIVE,22,Givanson Management Pte Ltd,67414092,7/11/2012
3861,Single Tier Management Corporation,na,T12MC0081A,ENVIO,281 JOO CHIAT PLACE 427962,281,JOO CHIAT PLACE,1-Jan,ENVIO,427962,65815604,ACTIVE,24,AVALON ASSET MANAGEMENT PTE LTD,65815604,12/10/2012
3862,Single Tier Management Corporation,na,T13MC0019E,LYNWOOD EIGHT,8 LYNWOOD GROVE 358653,7030,ANG MO KIO AVENUE 5,Sep-73,NORTHSTAR,569880,98622480,ACTIVE,10,Kirin Asset Management Pte Ltd,67336845,5/3/2013
3863,Single Tier Management Corporation,na,T13MC0069H,833MB RESIDENCES,833 MOUNTBATTEN ROAD 437826,833,MOUNTBATTEN ROAD,na,833MB RESIDENCES,437826,67833853,ACTIVE,20,Summit Property Management Pte Ltd,93870665,21/6/2013
3864,Single Tier Management Corporation,na,T13MC0010H,THE RITZ-CARLTON RESIDENCES,65 CAIRNHILL ROAD 229721,65,CAIRNHILL ROAD,04-00,THE RITZ-CARLTON RESIDENCES SINGAPORE CAIRNHILL (MANAGEMENT OFFICE),229721,66362180,ACTIVE,58,THE Ritz-Carlton Residential Management Company of Singapore Pte Ltd,66362180,4/2/2013
3865,Single Tier Management Corporation,na,T13MC0024H,PARC SOMME,62 SOMME ROAD 207877,62,SOMME ROAD,1-Jun,PARC SOMME,207877,90035978,ACTIVE,35,Absolute Facilities Management Pte Ltd,96528550,8/3/2013
3867,Single Tier Management Corporation,na,T12MC0077E,PRIMO RESIDENCES,201 JALAN PELIKAT 537652,2,JURONG EAST STREET 21,5-May,IMM BUILDING,609601,62523773,ACTIVE,64,Exceltec Property Management Pte Ltd,62523773,2/10/2012
3868,Single Tier Management Corporation,na,T15MC0049H,VIVACE,19 TONG WATT ROAD 238011,19,TONG WATT ROAD,na,VIVACE,238011,63345565,ACTIVE,85,Dickson Property Consultants Pte Ltd,63345565,26/5/2015
